timestamp,price,open,high,low,volume,market_cap,circulating_supply,coin,ret,abs_ret,rv_24h,rv_7d,vol_z,vol_pct,robust_z,is_spike,spike_magnitude_pct,spike_direction,hour,dow,is_weekend,session,high_vol
2025-07-11 01:00:00,0.2463,0.2368,0.2463,0.2368,14133.94,375171964.0,1395607547.351512,1INCH,0.0401182432432432,0.0401182432432432,1.1089473008425212,0.8949988127213773,-0.24464175558053566,0.6144244105409153,6.403415474318674,True,4.01182432432432,Up,1,4,False,Asia,False
2025-07-11 14:00:00,0.2984,0.2853,0.3191,0.2805,311316.52,375171964.0,1395607547.351512,1INCH,0.04591657903960744,0.04591657903960744,1.5555782431430383,1.1289978753084806,3.4215304388885457,0.986130374479889,5.082759032705437,True,4.591657903960744,Up,14,4,False,US,True
2025-07-11 16:00:00,0.3055,0.2924,0.3121,0.2921,395962.45,375171964.0,1395607547.351512,1INCH,0.04480164158686728,0.04480164158686728,1.7743176848782,1.2113546707955014,4.465759057339116,0.9930651872399445,4.364224134955502,True,4.480164158686728,Up,16,4,False,US,True
2025-07-11 22:00:00,0.2873,0.303,0.3045,0.2847,320644.82,375171964.0,1395607547.351512,1INCH,-0.05181518151815179,0.05181518151815179,2.2649950395770313,1.3472974072744501,3.5366083619675694,0.9875173370319001,5.074215120621448,True,-5.181518151815179,Down,22,4,False,Other,True
2025-07-12 21:00:00,0.3299,0.3041,0.3323,0.3032,241393.12,375171964.0,1395607547.351512,1INCH,0.08484051298914852,0.08484051298914852,2.4869741949681434,1.5627210400150846,2.5589252861143166,0.9764216366158114,7.008718984079751,True,8.484051298914853,Up,21,5,True,Other,True
2025-07-13 01:00:00,0.3342,0.3167,0.3377,0.316,153878.84,375171964.0,1395607547.351512,1INCH,0.05525734133249127,0.05525734133249127,2.3590635863766027,1.6333119954468327,1.4793114677169477,0.9500693481276006,3.698487615890049,True,5.525734133249127,Up,1,6,True,Asia,False
2025-07-16 05:00:00,0.3589,0.337,0.3589,0.337,170745.73,375171964.0,1395607547.351512,1INCH,0.06498516320474779,0.06498516320474779,1.9089823149809408,1.8472496444231497,1.6873886811430128,0.9611650485436893,5.020692441432677,True,6.498516320474779,Up,5,2,False,Asia,False
2025-07-19 18:00:00,0.6156,0.5809,0.6191,0.5809,3480.96,804017040.0,1582711251.4889,A,0.06468350051885152,0.06468350051885152,1.7219869439784967,0.9375422772580198,0.044536861799540174,0.7794729542302358,10.858398042990244,True,6.468350051885152,Up,18,5,True,US,False
2025-07-23 14:00:00,0.6406,0.5992,0.6504,0.5972,19530.62,804017040.0,1582711251.4889,A,0.06909212283044064,0.06909212283044064,1.5654228733726463,1.1210940104667955,1.4861879243788825,0.986130374479889,11.96922427946504,True,6.909212283044064,Up,14,2,False,US,False
2025-07-23 16:00:00,0.6119,0.6388,0.6388,0.6119,11108.12,804017040.0,1582711251.4889,A,-0.04300907100406626,0.04300907100406626,1.7880005638613996,1.1608606359337088,0.7296419243655171,0.9542302357836339,7.1021210374297565,True,-4.300907100406626,Down,16,2,False,US,False
2025-07-18 00:00:00,0.8566,0.8224,0.8578,0.8199,16979876.85,26865514759.0,36187150377.9206,ADA,0.04158560311284054,0.04158560311284054,1.4455400384628696,1.0445647574007624,4.973637202645654,0.9958391123439667,5.986491620667288,True,4.158560311284054,Up,0,4,False,Asia,True
2025-07-10 21:00:00,0.7869,0.7505,0.7932,0.7501,1791733.17,666820334.0,878872433.810755,AERO,0.04850099933377772,0.04850099933377772,1.253818697607664,1.0339380594441483,3.584490750579579,0.9875173370319001,10.055802620350688,True,4.850099933377772,Up,21,3,False,Other,True
2025-07-16 14:00:00,0.9368,0.8973,0.9419,0.8919,2996488.62,666820334.0,878872433.810755,AERO,0.04402095174412124,0.04402095174412124,1.2387213535880612,1.1679237293801348,6.752719281340421,1.0,4.440926981285799,True,4.402095174412124,Up,14,2,False,US,True
2025-07-16 17:00:00,0.9831,0.9355,0.9858,0.9348,2975211.41,666820334.0,878872433.810755,AERO,0.050881881346873215,0.050881881346873215,1.5334745699210695,1.2249731189275026,6.696765134150641,0.9986130374479889,5.527555602230312,True,5.0881881346873215,Up,17,2,False,US,True
2025-07-16 22:00:00,0.9207,0.9643,0.9745,0.9126,1946950.79,666820334.0,878872433.810755,AERO,-0.04521414497563003,0.04521414497563003,1.8328685546854797,1.2484630470688165,3.99267723536435,0.9930651872399445,4.44373320378659,True,-4.521414497563003,Down,22,2,False,Other,True
2025-07-21 14:00:00,0.4741,0.4496,0.4748,0.449,633734.34,383047649.0,1186879247.938094,AIOZ,0.05449288256227769,0.05449288256227769,1.3800435699451012,1.1172675747080685,7.660012419831521,0.9986130374479889,6.457159403454644,True,5.449288256227769,Up,14,0,False,US,True
2025-08-05 14:00:00,0.3238,0.339,0.339,0.3205,208458.49,383047649.0,1186879247.938094,AIOZ,-0.04483775811209456,0.04483775811209456,1.1169392944538137,0.9796417092683146,1.9304300279146158,0.957004160887656,7.193052908690441,True,-4.483775811209457,Down,14,1,False,US,False
